id,text,true_label,distilbert_pred,distilbert_confidence,distilbert_prob_label_1,distilbert_correct,text_length_words,text_length_chars,has_negation
812,this surreal gilliam-esque film is also a troubling interpretation of ecclesiastes . ,1,0,0.9875024557113647,0.0124976122751832,0,12,85,0
813,i can take infantile humor ... but this is the sort of infantile that makes you wonder about changing the director and writer 's diapers . ,0,1,0.5707761645317078,0.5707761645317078,0,26,139,1
814,"this piece of channel 5 grade trash is , quite frankly , an insult to the intelligence of the true genre enthusiast . ",0,0,0.9994283318519592,0.0005716261803172529,1,23,118,0
815,a delightful coming-of-age story . ,1,1,0.9998952150344849,0.9998952150344849,1,5,35,0
816,"a spellbinding african film about the modern condition of rootlessness , a state experienced by millions around the globe . ",1,1,0.9992608428001404,0.9992608428001404,1,20,124,0
817,a strangely compelling and brilliantly acted psychological drama . ,1,1,0.9998873472213745,0.9998873472213745,1,9,67,0
818,the only excitement comes when the credits finally roll and you get to leave the theater . ,0,0,0.9903208613395691,0.009679175913333893,1,17,91,0
819,"the movie is dawn of the dead crossed with john carpenter 's ghosts of mars , with zombies not as ghoulish as the first and trains not as big as the second . ",0,0,0.9984250068664551,0.0015750201418995857,1,33,158,1
820,"it has the charm of the original american road movies , feasting on the gorgeous , ramshackle landscape of the filmmaker 's motherland . ",1,1,0.9998466968536377,0.9998466968536377,1,24,137,0
821,"exciting and direct , with ghost imagery that shows just enough to keep us on our toes . ",1,1,0.9998733997344971,0.9998733997344971,1,18,89,1
822,it 's a buggy drag . ,0,0,0.9994944334030151,0.0005055865040048957,1,6,21,0
823,it wants to tweak them with a taste of tangy new humor . ,1,1,0.993528425693512,0.993528425693512,1,13,57,0
824,late marriage 's stiffness is unlikely to demonstrate the emotional clout to sweep u.s. viewers off their feet . ,0,0,0.9973740577697754,0.002625995548442006,1,19,113,0
825,candid and comfortable ; a film that deftly balances action and reflection as it lets you grasp and feel the passion others have for their work . ,1,1,0.9998493194580078,0.9998493194580078,1,27,146,0
826,a quiet treasure -- a film to be savored . ,1,1,0.9997779726982117,0.9997779726982117,1,10,43,0
827,"the movie , directed by mick jackson , leaves no cliche unturned , from the predictable plot to the characters straight out of central casting . ",0,0,0.9894445538520813,0.010555398650467396,1,26,145,1
828,"this is the sort of burly action flick where one coincidence pummels another , narrative necessity is a drunken roundhouse , and whatever passes for logic is a factor of the last plot device left standing . ",0,0,0.9990894794464111,0.000910493079572916,1,37,207,1
829,teen movies have really hit the skids . ,0,1,0.9973781108856201,0.9973781108856201,0,8,40,0
830,"woody allen 's latest is an ambling , broad comedy about all there is to love -- and hate -- about the movie biz . ",1,1,0.9468490481376648,0.9468490481376648,1,25,115,0
831,it 's made with deftly unsettling genre flair . ,1,1,0.9986199140548706,0.9986199140548706,1,9,48,0
832,manages to show life in all of its banality when the intention is quite the opposite . ,0,1,0.9941473007202148,0.9941473007202148,0,17,87,0
833,"ultimately feels empty and unsatisfying , like swallowing a communion wafer without the wine . ",0,0,0.9996142387390137,0.0003857170813716948,1,15,95,0
834,collateral damage finally delivers the goods for schwarzenegger fans . ,1,1,0.9975230097770691,0.9975230097770691,1,10,71,0
835,a giggle-inducing comedy with snappy dialogue and winning performances by an unlikely team of oscar-winners : susan sarandon and goldie hawn . ,1,1,0.9998316764831543,0.9998316764831543,1,22,143,0
836,"it 's too self-important and plodding to be funny , and too clipped and abbreviated to be an epic . ",0,0,0.9995031356811523,0.0004969024448655546,1,20,100,0
837,will amuse and provoke adventurous adults in specialty venues . ,1,1,0.9998360872268677,0.9998360872268677,1,10,64,0
838,sometimes seems less like storytelling than something the otherwise compelling director needed to get off his chest . ,0,0,0.9992446899414062,0.000755332235712558,1,18,118,0
839,but this films lacks the passion required to sell the material . ,0,0,0.9996490478515625,0.00035092770121991634,1,12,65,1
840,"what is 100 % missing here is a script of even the most elemental literacy , an inkling of genuine wit , and anything resembling acting . ",0,0,0.9972968697547913,0.002703117672353983,1,27,138,0
841,there 's a wickedly subversive bent to the best parts of birthday girl . ,1,1,0.9991890788078308,0.9991890788078308,1,14,73,0
842,"a better title , for all concerned , might be swept under the rug . ",0,0,0.9971675276756287,0.0028324511367827654,1,15,68,0
843,a wildly inconsistent emotional experience . ,0,0,0.9992637038230896,0.000736238609533757,1,6,45,0
844,"given how heavy-handed and portent-heavy it is , this could be the worst thing soderbergh has ever done . ",0,0,0.9995847344398499,0.0004152205365244299,1,19,106,0
845,"despite the evocative aesthetics evincing the hollow state of modern love life , the film never percolates beyond a monotonous whine . ",0,0,0.9989597797393799,0.0010401627514511347,1,22,135,1
846,"an absurdist comedy about alienation , separation and loss . ",0,1,0.9029849171638489,0.9029849171638489,0,10,61,0
847,"... mafia , rap stars and hood rats butt their ugly heads in a regurgitation of cinematic violence that gives brutal birth to an unlikely , but likable , hero . ' ",1,0,0.9944690465927124,0.00553100323304534,0,32,163,1
848,his healthy sense of satire is light and fun ... ,1,1,0.9998741149902344,0.9998741149902344,1,10,49,0
849,trademark american triteness and simplicity are tossed out the window with the intelligent french drama that deftly explores the difficult relationship between a father and son . ,1,1,0.9989583492279053,0.9989583492279053,1,27,179,0
850,"miller is playing so free with emotions , and the fact that children are hostages to fortune , that he makes the audience hostage to his swaggering affectation of seriousness . ",1,1,0.9934490323066711,0.9934490323066711,1,31,177,0
851,"impostor has a handful of thrilling moments and a couple of good performances , but the movie does n't quite fly . ",0,0,0.9987503290176392,0.001249676221050322,1,22,115,1
852,part low rent godfather . ,0,0,0.9946390986442566,0.005360941402614117,1,5,26,0
853,"( serry ) wants to blend politics and drama , an admirable ambition . ",1,1,0.9987332224845886,0.9987332224845886,1,14,70,0
854,"for all the writhing and wailing , tears , rage and opium overdoses , there 's no sense of actual passion being washed away in love 's dissolution . ",0,0,0.9988129138946533,0.0011871069436892867,1,29,149,1
855,it 's fascinating to see how bettany and mcdowell play off each other . ,1,1,0.9996504783630371,0.9996504783630371,1,14,72,0
856,"in a way , the film feels like a breath of fresh air , but only to those that allow it in . ",1,1,0.9988075494766235,0.9988075494766235,1,23,92,1
857,"visually imaginative , thematically instructive and thoroughly delightful , it takes us on a roller-coaster ride from innocence to experience without even a hint of that typical kiddie-flick sentimentality . ",1,1,0.9995331764221191,0.9995331764221191,1,30,208,1
858,the film 's welcome breeziness and some unbelievably hilarious moments -- most portraying the idiocy of the film industry -- make it mostly worth the trip . ,1,1,0.9998539686203003,0.9998539686203003,1,27,157,0
859,"add yet another hat to a talented head , clooney 's a good director . ",1,1,0.9998748302459717,0.9998748302459717,1,15,70,1
860,"stephen rea , aidan quinn , and alan bates play desmond 's legal eagles , and when joined by brosnan , the sight of this grandiloquent quartet lolling in pretty irish settings is a pleasant enough thing , ` tis . ",1,1,0.9997647404670715,0.9997647404670715,1,41,213,1
861,"bennett 's naturalistic performance speaks volumes more truth than any ` reality ' show , and anybody contemplating their own drastic life changes should watch some body first . ",1,1,0.9978283047676086,0.9978283047676086,1,29,178,0
862,"it 's inoffensive , cheerful , built to inspire the young people , set to an unending soundtrack of beach party pop numbers and aside from its remarkable camerawork and awesome scenery , it 's about as exciting as a sunburn . ",0,1,0.9294814467430115,0.9294814467430115,0,42,226,1
863,"while it 's genuinely cool to hear characters talk about early rap records ( sugar hill gang , etc. ) , the constant referencing of hip-hop arcana can alienate even the savviest audiences . ",0,0,0.9703949093818665,0.0296050813049078,1,34,190,0
864,"dull , lifeless , and amateurishly assembled . ",0,0,0.9996974468231201,0.0003025268670171499,1,8,47,0
865,"mcconaughey 's fun to watch , the dragons are okay , not much fire in the script . ",1,1,0.9914135932922363,0.9914135932922363,1,18,83,1
866,"the far future may be awesome to consider , but from period detail to matters of the heart , this film is most transporting when it stays put in the past . ",1,1,0.9984967708587646,0.9984967708587646,1,32,156,1
867,has all the depth of a wading pool . ,0,0,0.9930922985076904,0.006907664239406586,1,9,37,0
868,a movie with a real anarchic flair . ,1,1,0.9997387528419495,0.9997387528419495,1,8,37,0
869,a subject like this should inspire reaction in its audience ; the pianist does not . ,0,0,0.6040897965431213,0.39591023325920105,1,16,85,1
870,... is an arthritic attempt at directing by callie khouri . ,0,0,0.9988603591918945,0.0011396832996979356,1,11,60,0
871,"looking aristocratic , luminous yet careworn in jane hamilton 's exemplary costumes , rampling gives a performance that could not be improved upon . ' ",1,1,0.9921229481697083,0.9921229481697083,1,25,151,1
